Name;Artwork type;Artist name;Latitude;Longitude
;sculpture;;47.2367019;4.0747362
La déesse;statue;José Clara;43.5984402;1.4469824
Notre-Dame des Champs et des Vignes;statue;;45.5248587;6.0030771
L'Oeil;sculpture;Yoshin OGATA;45.2036409;6.6996166
;sculpture;;48.8354707;-1.1907423
;statue;;48.6054332;-1.8872868
;statue;;43.8021951;3.2370228
;statue;;43.802303;3.2368734
;statue;;43.8022907;3.2370058
;statue;;43.8022752;3.2371368
;statue;;43.8021206;3.2371322
;statue;;43.802095;3.2370043
;statue;;43.8020895;3.2368734
;statue;;43.8025376;3.2369488
;statue;;43.8016714;3.2362186
;statue;;43.8019038;3.2374834
Vierge;statue;;48.7113185;2.3880652
;statue;;47.774965;6.9860986
;statue;;47.244234;1.3465777
;statue;;47.2442633;1.3466144
;statue;;47.2451184;1.3472922
;statue;;43.713487;3.6162769
Les 3 ours polaires;mural;Bordalo II;48.6886326;6.1788676
;mural;Pboy;48.8938308;2.409354
;statue;;47.2449478;1.3484345
;statue;;47.2448904;1.3485473
;statue;;47.2448168;1.3485961
;statue;;47.2449892;1.3485334
;statue;;47.2450176;1.3485667
Charles Verminck;statue;;43.4549912;5.5619573
;statue;;47.2451725;1.3486487
;statue;;47.2453926;1.3487983
;statue;;47.2453432;1.3488302
;statue;;47.7365142;7.3595389
;statue;;47.7361101;7.3593223
Le Chasseur;statue;;47.7371503;7.3608752
Le Discobole;statue;;47.7366025;7.3587012
;statue;;47.7375739;7.3593529
Alfred Wallach;bust;;47.7373651;7.3589687
;statue;;47.7373425;7.3605745
;statue;;47.2475602;1.3532518
;statue;;47.2476491;1.3532637
Buste d'Alexandre Laissac;statue;;43.556471;2.9148719
Recouvrance;sculpture;Marcel van Thienen;48.3788918;-4.544251
Jacques Cassard;statue;;47.2130746;-1.5583272
Abraham Duquesne;statue;;47.21306;-1.5582983
René Duguay-Trouin;statue;;47.2130454;-1.5582694
Jean Bart;statue;;47.2130307;-1.5582405
L'Afrique;statue;;47.2126416;-1.5586955
L'Asie;statue;;47.2126582;-1.5587297
L'Europe;statue;;47.2126748;-1.5587638
La Prudence;statue;;47.212708;-1.5588321
Les Beaux-arts;statue;;47.2126914;-1.5587979
L'Astronomie;statue;;47.2125918;-1.5585931
L'Abondance;statue;;47.2126084;-1.5586273
L'Amérique;statue;;47.212625;-1.5586614
La Ville de Nantes;statue;;47.2127246;-1.5588662
La Loire;statue;;47.2125752;-1.558559
;sculpture;;49.8722162;0.7985097
Monument à Decamps;statue;Albert Ernest Carrier-Belleuse;48.4076051;2.6955745
;sculpture;;49.5266863;-1.5935065
;statue;;49.5534309;-1.6857905
;statue;;47.2481283;1.3474676
;statue;;47.2480948;1.3474874
;mural;;44.7827875;4.4755956
Vierge Marie;statue;;50.4667579;1.7614238
;sculpture;Jean No;48.6642379;6.174248
Jose Antonio Aguirre;bust;;43.3902341;-1.6591219
Violon;sculpture;;46.4521416;5.513369
;statue;;43.4999372;-1.4629278
Antoine Parmentier;statue;;48.8844462;2.2694117
;statue;;47.7368869;7.3602694
;statue;;47.7369325;7.3603404
;sculpture;;48.8402778;2.3797293
TUM Concept Store;;;45.5655424;5.9189548
Les Géants Égueulés;sculpture;Marie Dura & Valentine de Larouzière;45.7012087;2.9631507
;sculpture;;47.2802371;3.4273629
Kito (sculptures);;;48.7645691;-2.9557474
Frankstein;;;48.31829;7.4203208
L'envol;statue;Paul Flickinger;49.0929421;6.1300559
;sculpture;;47.2445764;3.4084117
Untitled;mural;ST4;48.8337887;2.3617829
Le cerf aux abois;sculpture;Christophe Fratin;49.1042915;6.1620853
;architecture;;48.4033224;6.8368113
L'arche de la fraternité;sculpture;Georges Rousse;48.823768;2.3620465
;mural;;43.1338489;0.9745467
;statue;;43.6048326;1.447152
;statue;;48.2520927;6.2830371
Fresques connectées du Revest-les-Eaux;mural;;43.1844291;5.9247189
Fresques connectées du Revest-les-Eaux;mural;;43.1768091;5.9252566
Iván Fandiño;statue;Sergio del Amo;43.7021246;-0.2592755
Saint Vincent-de-Paul;statue;;48.9035866;2.3035451
Ceci n'est pas une ordonnance;mural;;48.8725187;2.3668628
;sculpture;;48.8994939;2.4082936
Arthur Rimbaud;statue;Hervê Tonglet;49.7752623;4.7261129
;sculpture;;46.6820989;4.1425551
;sculpture;;45.8943112;6.7107005
;statue;;45.947837;5.4353269
;statue;;43.2821275;-0.2702233
Aéroclub;mural;;43.690655;-1.0708641
Bâteau de Borda;sculpture;;43.7026515;-1.0549337
;statue;;45.9516366;5.4350164
;statue;;47.0873084;5.4968708
Vélocypediste;statue;;47.8827899;-1.5426036
;statue;;47.8827738;-1.5423156
;statue;;47.882582;-1.5423061
Colombe de la paix;sculpture;Mirza Moric;48.8563646;2.7856992
Nu primitif;sculpture;Pierre Szekely;48.8248285;-3.4799178
Le Repos du Tailleur;sculpture;Patrice Le Guen;48.8251346;-3.4795814
La fragilité du dialogue. de l'infini à Rouzic;sculpture;Viorel Énache;48.8249292;-3.47917
Distant view;sculpture;Tatsumi Sakaï;48.8248053;-3.4792293
La Vie au Soleil;sculpture;Hervé Quéré;48.8257273;-3.4796427
Menhir II;sculpture;Marc Simon;48.8251116;-3.4791733
Le sculpteur et sa création;sculpture;Shelomo Selinger;48.8248391;-3.4787966
Le Passage;sculpture;Jean-Yves Ménez;48.8247215;-3.4790378
Anishnabe;sculpture;Biscornet;48.8252539;-3.4789554
Dahud;sculpture;Patrice Le Guen;48.8252778;-3.4795057
He aroma nui;sculpture;Renate Verbrugge;48.8249093;-3.4794059
L'Homme de Granit;sculpture;Pierre Szekely;48.8246778;-3.4797738
Éclosion;sculpture;Seenu;48.825021;-3.4795772
L’Ankou;sculpture;François Breton;48.8251296;-3.4790009
Femme fleur;sculpture;Wattel;48.8247342;-3.4795056
La Colline et la Crique;sculpture;Tatsumi Sakaï;48.8258371;-3.4794745
Mère à l'enfant;sculpture;François Breton;48.8251479;-3.4792884
Le Fauteuil;sculpture;David Puech;48.8250214;-3.4788364
Victoire Ailée;statue;Arthur Guéniot;46.5070169;-1.346253
;statue;;43.7867789;5.0427655
;sculpture;;50.1806833;3.2290591
;statue;;44.2592769;2.4190673
Maternité au Paréo;statue;;43.0174261;6.4337158
Taureau Barraïé;sculpture;Ben K;43.728287;4.082125
;statue;;43.8519658;1.8105758
;sculpture;;48.8542969;2.3473867
Statue d'Alphonse Bourras;statue;;43.893559;3.8562602
Bateau Lyre;sculpture;;49.3659291;0.0800267
;sculpture;;46.9565917;2.0000202
;bust;;49.074776;0.7738004
Compteur du temps;sculpture;Gloria Friedmann;47.3233883;5.0366963
;installation;;48.531242;7.7143993
;installation;;48.534046;7.7124375
;installation;;48.5236244;7.725145
L'aigle d'Arménie;sculpture;;48.7635181;2.2994125
"La ""Rolande"" - Vache de Vitrac";statue;;44.7965002;2.8350346
;statue;;45.8921818;6.7111271
Piliers du monde d'Ajaa;sculpture;Joseph Bey;47.7578018;7.3509076
Pégase;sculpture;Pascal Gangloff;47.7574037;7.3505489
La grande ourse;sculpture;Élèves des lycées Lambert et Stoessel;47.7570634;7.350233
Ourobouros;sculpture;Kristian Ingold;47.7568191;7.3500466
Nos ombres en attendant la nuit;sculpture;Christian Lapie;47.7559364;7.3492393
La danse des trois;sculpture;Alix Vonderweidt;47.755518;7.348841
La Girafe;sculpture;Françoise Matt-Halm;47.7546462;7.3480806
La Jonque;sculpture;Vincente Blanchard;47.7543279;7.3477922
L'arbre;sculpture;Yves Carrey;47.7537265;7.3472799
Réserve (pour tout bagage);sculpture;Anne-Marie Schoen;47.7540592;7.3475575
Maternité;sculpture;Georges Hanskens;47.7538717;7.3473912
Cristaux;sculpture;Pierre Watzky;47.7534641;7.3470291
;sculpture;;45.679282;3.009568
Le loup devenu berger;poem;;45.679601;3.0094502
Le torrent et la rivière;poem;;45.6795446;3.0095803
Le Pot de terre et le Pot de fer;poem;;45.6782787;3.0098493
Le laboureur et ses enfants;poem;;45.6792867;3.0095815
La Colombe et la Fourmi;poem;;45.6789274;3.0116994
La poule aux œufs d'or;poem;;45.6795306;3.0126135
Le Loup et la Cigogne;poem;;45.6779468;3.016649
;statue;;43.6755686;7.3266896
;sculpture;;45.892353;6.7130485
Tony Révillon;bust;;46.3043106;4.8395045
Vierge du Redondel;statue;;43.7072253;3.1958387
Statue de Claude-Louis Berthollet;statue;;45.8394031;6.2143234
Wicker Pavilion;installation;Didzis Jaunzems;45.8992648;6.1301857
Implantations;installation;Bob Verschueren;45.899547;6.1308047
Pavilion Uguns;installation;Didzis Jaunzems;45.8992799;6.1310787
;streetart;;48.5719796;7.7293164
La randonneur;sculpture;;45.3591727;6.2998713
Sainte Barbe;statue;;49.5426807;0.9509955
;statue;;49.5428272;0.9515617
;mural;;47.8916195;1.9193965
;statue;;46.7832924;-0.8356979
Namenstein;statue;;48.5583473;7.4567271
PA-515;;;48.8485301;2.3939434
PA-1222;;;48.8639242;2.3808929
PA-1005;;;48.8652618;2.375367
PA-1225;;;48.8469003;2.4084785
PA-682;;;48.8568076;2.3629958
PA-886;;;48.8535058;2.3803962
PA-1066;;;48.8646699;2.40842
PA-1211;;;48.8654193;2.3850274
PA-563;;;48.8622223;2.3371487
PA-1181;;;48.8748162;2.3285694
PA-1008;;;48.8686819;2.3383604
PA-1177;;;48.8688069;2.3401943
PA-976;;;48.8682638;2.3436637
PA-1226;;;48.8469202;2.4082139
PA1100;;;48.8655418;2.3366816
PA-168;;;48.8655482;2.3366303
PA-1100;;;48.8654299;2.3366411
PA-1336;;;48.850374;2.3855101
PA-???;;;48.8468876;2.4086062
PA-1424;;;48.8595839;2.369246
PA-1338;;;48.8430849;2.3495241
PA-1420;;;48.847233;2.383656
PA-1445;;;48.8413567;2.3071864
PA-860;;;48.8613531;2.3398358
PA-1432;;;48.8595339;2.351148
PA-01;;;48.8517961;2.378008
PA-1260;;;48.8607476;2.3409747
PA-1444;;;48.8504185;2.344688
PA-1441;;;48.8521564;2.3466645
PA-1442;;;48.8631056;2.2965483
PA-1446;;;48.8444474;2.3181493
;stone;;48.3443327;7.1666755
PA-1058;;;48.8668733;2.3365183
PA-1062;;;48.8648365;2.3453862
PA-1057;;;48.8648402;2.3454431
PA470 clic;;;48.8648354;2.3454236
PA-999;;;48.8577633;2.3810581
PA-719;;;48.8586012;2.3801857
PA-1277;;;48.8664492;2.3728742
PA-1293;;;48.83593;2.3584765
;painting;;44.0922473;6.2354763
;graffiti;Ardif;47.9020076;1.9027885
PA-1189;;;48.8441544;2.3503856
La Chapelle Notre Dame de la Vie;painting;Maurice Gottlob;43.5952477;7.0050046
Marie-Joseph Bonnat;bust;;46.2540559;4.8511087
;statue;;47.2041429;-1.6008272
PA-765;;;48.8447523;2.3465526
PA-528;;;48.8506382;2.347607
PA-74;;;48.8602542;2.3620131
PA-1243;;;48.8593439;2.3888692
PA-648;;;48.8681311;2.401436
PA-1152;;;48.8533183;2.3612601
PA-1124;;;48.8731823;2.3394672
PA-415;;;48.8528901;2.3863477
Vierge Marie;statue;;46.2171598;4.9134797
PA-1098;;;48.8525246;2.3893
PA-1024;;;48.8500369;2.384131
PA-894;;;48.8688346;2.3371432
PA-1140;;;48.8664796;2.335966
PA-1210;;;48.8688466;2.3377562
PA-1377;;;48.8954941;2.3280519
PA-554;;;48.8432601;2.3915772
PA-816;;;48.8522581;2.36018
PA-1070;;;48.848553;2.3986708
Poilu victorieux;sculpture;;45.6150825;3.9466546
Durance;;;44.7192955;4.1894561
Buste du Général Andranik;bust;Ruben Nalbandyan;48.7795686;2.2597894
;sculpture;M. Galy;43.5785605;7.126687
;sculpture;;44.0931371;3.0217713
L’arbre En Ciel;sculpture;Bernard Cadene;43.5353491;1.3460816
3 x 4 -12;;Miguel-Angel Molina;48.9109317;5.3865469
28;;Simon Bernheim;48.9116565;5.3867482
Solstice et Systole;;Alain Domagala;48.9126885;5.3907936
Chants silencieux;;Lionel Sabatté;48.9111575;5.4131402
;statue;;44.2102859;4.0291661
La Vierge à l'Enfant;sculpture;;45.2979384;1.8504104
;graffiti;;50.6287093;3.0959265
;graffiti;;50.6289638;3.0961384
Reine de la Paix;statue;;46.2178449;4.9926672
Obélisque;sculpture;;49.0473111;-1.4480757
Amiral Tourville;statue;;49.0465635;-1.4485692
;sculpture;;49.0474527;-1.4474809
;sculpture;;49.0425981;-1.449453
;statue;;43.7019296;7.275306
;installation;;48.5151758;7.7271429
PA-612;;;48.8589122;2.3523707
PA590;;;48.8636712;2.34944
PA-1081;;;48.8597776;2.3525312
PA-587;;;48.8598021;2.3525338
PA-109;;;48.8597488;2.3525193
PA-815;;;48.8586045;2.3519322
PA-593;;;48.8364374;2.278271
L'homme du 3e millenaire;sculpture;Solange Bertrand;49.1014914;6.1542987
;sculpture;;47.5010097;1.4581198
Marcel Braud;statue;;47.3692774;-1.1775112
Léon Séché;statue;;47.3682946;-1.1761406
Le Cerf;statue;;47.6136355;1.5172477
Transhumance;installation;Thierry Giilotte;45.4130214;2.9635489
;sculpture;;49.9318976;1.088565
Esplanade Emmanuel Marchand;sculpture;Michel Coulon;49.9318161;1.0881509
;mural;;49.924902;1.0744813
;sculpture;;43.532105;6.4494672
;mural;;43.5351649;6.463659
;sculpture;;43.5378574;6.4597714
Statue de la liberté;statue;;43.360628;3.4273508
;statue;;47.4752631;-0.5621496
;sculpture;;46.8102415;-0.5600882
;sculpture;;46.8105122;-0.5604677
La flèche de Siza;sculpture;;43.4604595;6.26326
;statue;;44.6026082;3.9510464
Sapho;;Antoine Bourdelle;44.0191925;1.3539529
;sculpture;;43.5845265;6.2778817
;sculpture;;43.5318423;6.449422
;sculpture;Tetsuo Harada;48.5059156;-2.7615746
;sculpture;;49.7758519;4.7236386
Sur les bennes de tris sélectif;streetart;Inconnu;48.5862815;7.7631983
La faune des gravières;mural;ALFE;47.4434369;5.1870535
Façade bâtiment décorée;streetart;;48.5749147;7.7306736
;sculpture;;49.3795454;1.1078252
Le Baiser;sculpture;Georges Delahaie;48.5115539;-2.7615449
;statue;;43.3223585;-0.5797914
Pas d'bras pas d'chocolat;sculpture;François WEILL;45.2039412;6.7006242
Sarcophage;sculpture;Colin FOSTER;45.2030716;6.7016795
Archéosmart;;;44.1210664;3.5786349
Temps fugit;;;44.1228976;3.5807696
Les nids;;;44.1203693;3.5673853
Tout là-haut;;;44.1185847;3.5688827
Coupe-feu;;;44.1170412;3.5702388
Assise;;;44.1201484;3.581138
Équilibre precairn;;;44.1192611;3.5858533
Couché dans l'herbe;;;44.120094;3.5867495
;sculpture;;46.3074741;3.2897716
Baskettes;sculpture;Delphine Lecamp;48.1189027;-1.7089942
Le Semeur;;;50.7929922;1.9936923
;statue;;49.3217106;0.2665051
;statue;;49.1958505;0.5012346
;sculpture;;45.7616727;4.8726231
;sculpture;;49.4609015;4.6564194
Arthure Rimbaud;sculpture;;49.4631044;4.6306875
Arthur Rimbaud;sculpture;;49.4607997;4.6312454
Maréchal de Turenne;statue;;47.9429701;-2.1466447
;sculpture;;47.6756474;-3.1680612
;sculpture;;49.7687724;4.7241687
;sculpture;;44.0901457;6.2368856
Vierge de Saint-Lambert-et-Mont-de-Jeux;statue;;49.4965918;4.6069385
;sculpture;;48.4066619;7.4549371
;sculpture;;49.5029067;4.5869864
La Libellule;sculpture;;46.8081432;0.019218
;statue;;47.8653741;6.8276972
Madone;statue;;46.28323;5.8456026
Empilement;sculpture;Ton KALLE;45.2038461;6.7044615
La Gondole;sculpture;Varga GEZA;45.2045525;6.70185
Vent Debout;sculpture;Bruno GUIHENEUF;45.2046316;6.7028724
La Porte Organique;sculpture;Xavier GONZALES;45.2051505;6.7011921
N +063;sculpture;Patrice BELIN;45.204795;6.7036801
;sculpture;;48.8099123;-3.4996947
Vierge de Lucquy;statue;;49.5344107;4.478374
;sculpture;;48.4077031;7.4508876
Vierge de Chesnois-Auboncourt;statue;;49.5597927;4.5565029
madone d'Avray;statue;;46.0017918;4.4358734
;statue;;45.4988925;6.0006636
Vierge Marie;statue;;45.9741267;4.8108473
Emblême de l'ESIGELEC;sculpture;;49.3828356;1.0775396
Le Cairn / Pyramide;sculpture;Joseph VISY;45.201178;6.6990193
;sculpture;;45.2017114;6.6974914
La Morraine Figée;sculpture;Dominique THOLLON;45.2024038;6.699553
;sculpture;;45.2017103;6.6973243
;sculpture;;45.2006244;6.6961364
;sculpture;;45.1986882;6.6934854
Fresque Marie Curie;mural;C215;48.8438415;2.344878
Statue Léon Dierx;bust;;48.8873129;2.316549
Pierre-Paul Prud'hon;bust;;46.4313486;4.6617301
Cèdre bleu pleureur de l’Atlas;;;48.7711653;2.2712543
Le Poisson;;;43.7262014;7.4195496
Progression;sculpture;les élèves de l'IDBL de Digne;44.0917395;6.235794
;statue;;50.6341206;2.1832586
Douanier assis;sculpture;Dupon Eric;50.4934138;3.3711766
Trentotto;;;43.6011906;1.4515653
Carlos Gardel;statue;Sébastien Langloÿs;43.6104432;1.4343324
;sculpture;;49.5412012;4.6406359
Or lé ans;installation;;47.9023118;1.9035755
libellulle;sculpture;;50.4836292;3.0609151
Les Géants;mural;Sylvie Herzog & Fernand d'Onofrio;47.7481704;7.3367111
Le M.U.R. (Modulable Urbain Réactif);streetart;;47.7481331;7.3396631
El Sembrador;mural;INTI;47.7501269;7.3302767
Les Papillons Blancs;mural;Christian Chabouté;47.7469319;7.3398341
Portrait du Docteur Latscha;streetart;Shaka;47.7459114;7.3377811
La Fresque des Chimistes;mural;Daniel Dyminski;47.7482885;7.3333875
Gaz Owl;mural;Jean de Linhoff;47.7464114;7.331325
Les deux colombes;mural;Renato Montanaro;47.7375865;7.3349191
Figur;sculpture;Hans Steinbrenner;50.3564064;3.5251438
Si et seulement si;sculpture;Pascal Levrague;50.3582072;3.5296786
;mural;Jana & JS;47.7477932;7.3402777
Les Mulhousiens;mural;Fabio Rieti;47.7475782;7.334043
Les Euronanas;sculpture;Charles Folk;47.7497655;7.3401399
Sans les petites roues;sculpture;Jean-Louis Toutain;47.7476329;7.3340737
Notre-Dame de Pizay;statue;;45.8844188;5.0894293
Vierge Marie;statue;;45.9407666;5.1896675
;sculpture;;46.7350466;1.9652686
;sculpture;;46.7351219;1.9652662
;sculpture;;46.7350892;1.9653737
;sculpture;;44.0600745;7.1283949
;sculpture;;43.3610017;-1.775161
;sculpture;;49.5377997;4.5771295
;sculpture;;49.274741;-0.7004638
Les anges couronnant le Saint-Sacrement;sculpture;François Lucas;43.6046993;1.4363683
Jeanne d'Arc;statue;;45.927622;5.2302267
Aigle se préparant à défendre sa proie;sculpture;Auguste Nicolas CAIN;48.4020715;2.7056914
Le corps de Zénobie retiré de l'Araxe;statue;Jean Esprit Marcellin;48.4016641;2.706145
Aurélia Victoria;statue;Louis Joseph Daumas;48.4017144;2.7061055
Le Triomphe d'Aphrodite;statue;Charles Cordier;48.4018569;2.7059955
Adam après sa chute;statue;Jean Joseph Perraud;48.4019067;2.7059546
Nymphe des eaux;statue;Antoine Desboeuf;48.4023034;2.7056488
Geneviève de Brabant;statue;Etienne-Hippolyte Maindron;48.4023515;2.7056133
Bacchante et Satyre;statue;Gustave Crauk;48.4025015;2.705508
Le Retour de l'enfant prodigue;statue;Charles Gumery;48.4025549;2.7054711
;statue;;47.3321034;5.0904854
;relief;;50.7768575;3.0425504
Stèle des tailleurs de pierre;sculpture;;43.4838337;-1.1408085
Rigaud de Barbezieux;;"Emmanuel de Cockborne;Boris le Floche";45.4729588;-0.1549665
;sculpture;;49.5806944;4.8140121
;statue;;44.4755735;5.0294752
;statue;;47.1093554;6.1258432
Fusée de Chabeuil;sculpture;;44.9028682;5.0083605
;installation;;43.1910122;-0.6092624
Apparitions;installation;Stephan Balkenhol;49.4861509;0.1070659
Apparitions;installation;Stephan Balkenhol;49.4859631;0.1088425
Jardins Fantômes;installation;Baptiste Debombourg;49.4887898;0.1098709
Monsieur Goéland;installation;Stephan Balkenhol;49.4876615;0.1079781
Parabole;installation;Alexandre Moronnoz;49.5041004;0.1810524
;menhir;;49.3087528;3.6662064
;chaudron_de_potion_magique;;49.3087383;3.6662333
;sculpture;;49.7759583;4.7229911
Voyelles - Les fresques du parcours Rimbaud;mural;;49.7743829;4.724024
Enfance 1 - Les fresques du parcours Rimbaud;mural;Trépid;49.7692877;4.7191454
;streetart;;48.5954836;7.7105999
;sculpture;;49.4608663;1.1291772
;mural_painting;Thomas Calvet;43.676826;4.1338478
;sculpture;;48.907328;-1.1061867
;sculpture;;50.5967917;3.0981726
;statue;;50.4368038;3.432481
;bust;;50.4359196;3.4347009
Prédateur;streetart;Joe Paoli;48.59055;7.7286632
;statue;;48.4220763;7.655081
;bust;;47.4703059;5.2710704
Apparitions;installation;Stephan Balkenhol;49.4861178;0.1074789
Sculpture Rinke;;;48.2540293;4.273218
;bust;;43.7317949;7.4257526
;sculpture;;48.5138712;-2.741777
;sculpture;;45.3982271;2.3049175
Coccinelle;sculpture;;47.21585;-2.165833
Bateau;sculpture;;47.2175594;-2.1679331
;streetart;;48.5874244;7.7389591
;streetart;;48.5863413;7.7387959
;streetart;Pisco Logik;48.5859268;7.7387424
;streetart;ETI;48.5858982;7.7385163
;streetart;;48.5864421;7.7386117
;bust;;45.5640384;5.9165571
;statue;;45.5650254;5.9186846
Le Génie des Pyrénées;sculpture;;43.1917399;-0.6061978
Statue de Saint-Grat;sculpture;;43.1876899;-0.6155383
Sainte Philomène;statue;;45.9948438;4.8182833
Navarrot;bust;;43.1939405;-0.6029413
;bust;;45.4012436;2.4991786
;stone;;47.4421427;-1.3006112
;stone;;47.4421191;-1.3005626
;stone;;47.4420768;-1.3004755
;stone;;47.4420359;-1.3003914
;stone;;47.442003;-1.3003238
;stone;;47.4419666;-1.3002489
;stone;;47.4419316;-1.300177
;stone;;47.4419043;-1.3001208
;stone;;47.4418543;-1.300018
;stone;;47.4416708;-1.2996405
;stone;;47.441637;-1.2995709
;stone;;47.441595;-1.2994846
;stone;;47.4415641;-1.299421
;stone;;47.4415236;-1.2993377
;stone;;47.4414891;-1.2992668
;stone;;47.4414542;-1.2991949
;stone;;47.4414169;-1.2991182
;stone;;47.4413436;-1.2989675
;stone;;47.4413078;-1.2988939
;stone;;47.4412687;-1.2988133
;stone;;47.4412321;-1.2987382
;stone;;47.4411947;-1.2986612
;stone;;47.44116;-1.2985898
;stone;;47.4411242;-1.2985161
;stone;;47.4410824;-1.2984301
;stone;;47.4410458;-1.2983549
;stone;;47.4410153;-1.2982921
;stone;;47.440978;-1.2982154
;stone;;47.4409445;-1.2981465
;stone;;47.4409125;-1.2980807
;stone;;47.440874;-1.2980014
;stone;;47.4408257;-1.2979022
;stone;;47.4407959;-1.2978409
;stone;;47.4407592;-1.2977655
;stone;;47.4406842;-1.297611
;stone;;47.4407137;-1.2976718
;stone;;47.4406456;-1.2975318
;stone;;47.4406048;-1.2974477
;stone;;47.4405751;-1.2973867
;stone;;47.4405399;-1.2973143
;stone;;47.4405007;-1.2972338
;stone;;47.4404626;-1.2971553
;stone;;47.4404247;-1.2970773
;stone;;47.4403953;-1.2970168
;stone;;47.4403569;-1.2969378
;stone;;47.4403124;-1.2968464
;stone;;47.4402839;-1.2967877
;stone;;47.4402418;-1.2967011
;stone;;47.440208;-1.2966317
;stone;;47.4401749;-1.2965636
;stone;;47.4401302;-1.2964717
;stone;;47.4400932;-1.2963955
;stone;;47.4400653;-1.296338
;stone;;47.4400233;-1.2962517
;stone;;47.4399913;-1.2961859
;stone;;47.4399478;-1.2960965
;stone;;47.4399138;-1.2960266
;stone;;47.4398763;-1.2959494
;stone;;47.4396338;-1.2957484
;stone;;47.4396737;-1.2958288
;stone;;47.4397282;-1.2958878
;stone;;47.4397862;-1.2959039
;stone;;47.4398425;-1.2958798
;stone;;47.4398896;-1.2957966
;stone;;47.4398987;-1.2957215
;stone;;47.4398842;-1.2956223
;stone;;47.4398406;-1.2955499
;sculpture;;47.4391222;-1.2975293
;sculpture;;47.4381426;-1.2972611
;sculpture;;47.4380682;-1.2961882
;sculpture;;47.4383494;-1.2953112
;sculpture;;47.4381625;-1.2967086
;sculpture;;47.4391658;-1.2958342
;sculpture;;47.4388682;-1.2954775
;sculpture;;47.4386759;-1.2954828
;sculpture;;47.4387286;-1.2956598
;sculpture;;47.4391041;-1.295515
;sculpture;;47.4392383;-1.2969714
;sculpture;;47.439017;-1.2964779
;sculpture;;47.4392873;-1.2978002
;sculpture;;47.4396411;-1.2971109
;sculpture;;47.4395848;-1.2969339
;sculpture;;47.4397681;-1.2957108
;sculpture;;45.4011074;2.4956429
;sculpture;;45.3828379;2.2723748
arrosoir des jardins sous la fontaine;sculpture;;49.1013048;6.1514466
;statue;;43.7167367;7.2665811
Between fiction and fact;sculpture;Richard Deacon;50.6371651;3.1500001
;sculpture;;42.9342811;2.2347096
;statue;;50.4485805;3.4320226
Notre-Dame de la Paix;statue;;45.9774171;4.2904838
Buste de Villiers de l'Isle-Adam;bust;Élie Le Goff (père);48.5124689;-2.7565905
;sculpture;;48.7879672;-3.2312773
;sculpture;;50.9667088;2.4278675
Emmanuel Chabrier;statue;;45.548324;3.7439299
;sculpture;;41.6381619;9.3453254
Les vautours;sculpture;Louis de Monard;48.8878925;2.3158173
;sculpture;;45.9008319;6.5526701
;sculpture;;45.3248795;2.2052144
;statue;;48.8150174;-3.4459063
;sculpture;;45.323573;2.2049288
;sculpture;;45.3228218;2.2046593
;statue;;49.7049265;4.4229696
;statue;;49.7048597;4.4229744
;statue;;45.7529229;5.8388498
;statue;;43.5181888;1.3486977
La Bretonne du Goëlo;statue;Francis Renaud;48.5134619;-2.7568061
Make our planet great again;streetart;DAN23;48.5849073;7.7388289
;sculpture;;46.9849185;-0.4458059
;sculpture;;46.9810173;-0.4323312
;sculpture;;46.9811408;-0.4323433
Pavé de Templeuve;sculpture;Renaud Masquelier;50.5365886;3.1771872
L’Éléphant;;;48.4386039;2.607922
Abissinia;streetart;DAN23;48.5835982;7.7369465
We almost lost Detroit;streetart;DAN23;48.5822447;7.7330628
Grandeur et misère humaine;streetart;Felix Apaiz Wysocki;48.5809813;7.7319986
;bust;Arthur Rimbaud;49.768691;4.7241602
Buste de Charles Baratoux;bust;Élie Le Goff;48.5165357;-2.7618401
;statue;;45.6480469;6.3302392
;sculpture;;46.9488707;-0.5947879
Marie Immaculée;statue;;46.7734374;6.0366184
;sculpture;;49.7683223;4.7242645
Madone;statue;;46.1558237;4.2997166
La grenouille;stone;;48.6143645;1.6687559
;streetart;;48.5952573;7.725961
;installation;;49.6996687;4.4208156
;installation;;49.6995785;4.4207016
Amour;streetart;;48.5911674;7.7242618
Notre-Dame;statue;;46.7151124;6.1959742
Saint-Julien;sculpture;"Nadine Debay;Michel Bonnal;Paco Le Razer;Jean-Michel Rubio";43.5142852;1.1781786
LA RAISON;sculpture;Jérôme LECLERE;49.2152627;4.0015308
Lost Dog;sculpture;Aurèle Ricard;49.2147807;3.9998133
Dans l'Intervalle;sculpture;Christian Lapie;49.2153507;3.9953309
Dans l'Intervalle;sculpture;Christian Lapie;49.215279;3.9951137
Dans l'Intervalle;sculpture;Christian Lapie;49.2150502;3.9949969
Dans l'Intervalle;sculpture;Christian Lapie;49.2155413;3.9956601
Le Dino Lego;statue;Angelo Lembo;49.214998;3.9983795
?;mural;Speedy Graphito;49.2145475;4.0027998
Rage de Vivre;mural;RNST;49.2144134;4.00352
Fresque de PRO 176;mural;PRO 176;49.2191627;3.9986577
La Marianne;mural;Onie Jackson;49.2192992;3.9867704
Sonner le glas;mural;Levalet;49.2496461;4.0337632
Fresque à 6 mains;mural;;49.2526185;4.0292016
Statue de Louis XVI;statue;;43.4518429;2.069354
Statue de Pépin le Bref;statue;;43.4519092;2.0693789
Vierge Marie;statue;;46.1217931;4.3068612
